item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score,score_pick_time,score_demand,score_layout_bad,score_handling_cost,automation_candidate_score,automation_candidate_flag,robot_assisted,manual_pick_time_seconds,robot_pick_time_seconds,robot_workload_share_proxy
ITM10356,Pharma,62,56,12,6,46.67,9.81,0.73,L41,C,91,2.77,24.83,1.68,4,0.81,950,10.24,0.22,2024-07-20,98.73,0.495,0.47928994082840237,0.9324075964876456,0.975,0.5044444444444445,0.7168826997220991,1,1,91.0,63.69867139872268,0.2984954743166571
ITM10357,Automotive,392,49,3,4,36.15,9.81,0.26,L8,B,72,3.51,101.94,0.58,2,0.75,442,6.24,0.87,2024-07-05,284.54,0.709,0.3668639053254438,0.7175821931794977,0.1625000000000001,0.6688888888888889,0.4614091089729157,0,0,72.0,72.0,0.2984954743166571
ITM10358,Electronics,480,60,12,8,38.47,4.09,0.18,L7,B,10,4.54,160.39,0.98,3,0.9,517,11.69,0.61,2024-02-28,181.54,0.7,0.0,0.764958137635287,0.48750000000000004,0.8977777777777778,0.4167652190683639,0,0,10.0,10.0,0.2984954743166571
ITM10359,Automotive,154,51,7,5,9.23,0.74,0.33,L75,D,34,3.44,156.42,0.41,3,0.76,919,8.14,0.45,2024-10-15,92.67,0.65,0.14201183431952663,0.16785787216663264,0.6875,0.6533333333333333,0.3099954287111338,0,0,34.0,34.0,0.2984954743166571
ITM10360,Pharma,247,16,11,7,21.56,7.41,0.36,L62,B,152,2.68,142.4,0.87,7,0.83,420,12.28,0.52,2024-04-12,163.3,0.607,0.8402366863905325,0.41964468041658154,0.6000000000000001,0.48444444444444446,0.6304325231256319,1,1,152.0,95.6107089470865,0.2984954743166571
ITM10361,Pharma,130,59,14,2,24.77,8.39,0.68,L65,C,154,0.65,165.93,0.13,9,0.95,442,12.67,0.24,2024-10-30,166.45,0.614,0.8520710059171598,0.4851950173575658,0.9500000000000001,0.03333333333333334,0.6797202409074671,1,1,154.0,110.93821957916462,0.2984954743166571
ITM10362,Pharma,326,57,5,7,13.56,1.69,0.24,L68,D,158,4.62,43.25,1.83,9,0.74,67,9.64,0.77,2024-10-06,220.76,0.468,0.8757396449704142,0.25627935470696345,0.2875,0.9155555555555556,0.5762352199558103,0,0,158.0,158.0,0.2984954743166571
ITM10363,Automotive,476,93,11,8,26.9,1.79,0.94,L21,A,64,4.56,133.87,1.39,2,0.74,233,13.21,0.63,2024-04-02,271.64,0.671,0.31952662721893493,0.5286910353277516,0.4625,0.9022222222222221,0.4691401837081217,0,0,64.0,64.0,0.2984954743166571
ITM10364,Pharma,179,15,7,4,15.25,8.31,0.6,L8,C,116,2.2,125.08,0.73,0,0.77,192,6.65,0.93,2024-12-15,289.15,0.756,0.6272189349112426,0.2907902797631203,0.08750000000000002,0.3777777777777778,0.39340243567121097,0,0,116.0,116.0,0.2984954743166571
ITM10365,Automotive,350,18,11,3,34.69,9.26,0.54,L66,D,147,0.63,39.15,1.77,4,0.87,512,1.8,0.57,2024-10-08,218.19,0.455,0.8106508875739645,0.6877680212374924,0.5375000000000001,0.02888888888888889,0.6409796502897225,1,1,147.0,108.3430452839456,0.2984954743166571
ITM10366,Pharma,283,66,12,3,24.04,8.01,0.49,L11,B,74,3.8,88.74,0.45,1,0.78,556,10.28,0.86,2024-01-14,168.31,0.8,0.378698224852071,0.47028793138656316,0.17500000000000016,0.7333333333333333,0.4008990026901307,0,0,74.0,74.0,0.2984954743166571
ITM10367,Groceries,244,40,8,9,23.48,2.41,0.61,L24,C,46,4.06,171.98,0.25,5,0.85,383,11.7,0.35,2024-08-24,75.23,0.671,0.21301775147928995,0.45885235858688994,0.8125,0.791111111111111,0.46447391927889414,0,0,46.0,46.0,0.2984954743166571
ITM10368,Pharma,490,30,11,7,49.2,4.41,0.12,L9,B,121,2.94,194.64,1.89,3,0.79,111,2.02,0.25,2024-12-28,126.88,0.386,0.6568047337278107,0.9840718807433123,0.9375,0.5422222222222222,0.7996656799363402,1,1,121.0,86.70638429327612,0.2984954743166571
ITM10369,Automotive,236,99,9,7,20.23,6.21,0.99,L77,D,16,2.31,136.43,0.69,8,0.85,212,11.79,0.96,2024-04-17,151.75,0.69,0.03550295857988166,0.39248519501735757,0.050000000000000044,0.40222222222222226,0.18216896415938216,0,0,16.0,16.0,0.2984954743166571
ITM10370,Apparel,475,49,9,5,18.75,2.02,0.6,L9,D,85,4.33,185.17,1.88,6,0.78,601,9.95,0.41,2024-08-12,47.23,0.463,0.4437869822485207,0.3622626097610782,0.7375,0.8511111111111112,0.5188046869388429,0,0,85.0,85.0,0.2984954743166571
ITM10371,Pharma,64,54,10,7,16.61,2.5,0.13,L87,A,49,1.37,35.09,1.31,1,0.99,228,2.63,0.87,2024-05-29,84.36,0.656,0.23076923076923078,0.31856238513375534,0.1625000000000001,0.19333333333333336,0.23970974118115226,0,0,49.0,49.0,0.2984954743166571
ITM10372,Apparel,233,86,9,4,44.84,3.19,0.63,L31,A,10,2.48,195.26,1.96,6,0.85,284,8.56,0.41,2024-12-20,295.49,0.45,0.0,0.8950377782315705,0.7375,0.44,0.46001133346947115,0,0,10.0,10.0,0.2984954743166571
ITM10373,Groceries,78,58,14,7,25.34,5.34,0.49,L52,C,157,0.61,16.37,1.53,9,0.92,941,2.52,0.32,2024-02-05,229.44,0.349,0.8698224852071006,0.49683479681437615,0.85,0.024444444444444442,0.6694238775715976,1,1,157.0,109.27848720212455,0.2984954743166571
ITM10374,Electronics,151,96,11,6,30.4,5.35,0.12,L16,A,117,1.24,110.18,0.3,7,0.91,109,5.5,0.79,2024-07-28,149.78,0.643,0.6331360946745562,0.6001633653257096,0.26249999999999996,0.16444444444444445,0.5022478919119798,0,0,117.0,117.0,0.2984954743166571
ITM10375,Groceries,123,29,13,8,9.86,8.24,0.93,L73,B,168,4.73,65.29,1.72,2,0.85,277,12.26,0.82,2024-12-10,75.55,0.685,0.9349112426035503,0.18072289156626506,0.2250000000000002,0.9400000000000001,0.5671813645112997,0,0,168.0,168.0,0.2984954743166571
ITM10376,Pharma,214,26,11,9,27.51,7.65,0.11,L32,B,77,3.1,164.64,0.38,2,0.77,288,2.41,0.87,2024-09-12,176.3,0.682,0.39644970414201186,0.5411476414131101,0.1625000000000001,0.5777777777777778,0.4112019518585156,0,0,77.0,77.0,0.2984954743166571
ITM10377,Apparel,432,37,8,4,14.46,9.18,0.62,L75,A,21,4.13,51.33,1.42,1,0.85,617,7.43,0.89,2024-03-12,77.24,0.685,0.0650887573964497,0.27465795384929553,0.13750000000000007,0.8066666666666666,0.21659955578003523,0,0,21.0,21.0,0.2984954743166571
ITM10378,Apparel,176,50,9,5,36.8,8.41,0.97,L77,A,159,2.69,12.19,1.05,0,0.9,795,9.48,0.59,2024-11-20,66.0,0.719,0.8816568047337278,0.7308556258934041,0.5125000000000001,0.48666666666666664,0.723086076328179,1,1,159.0,119.54670873997621,0.2984954743166571
ITM10379,Automotive,117,75,4,6,41.79,2.91,0.31,L6,A,138,4.26,88.78,1.44,2,0.84,133,14.17,0.52,2024-06-04,37.19,0.677,0.757396449704142,0.8327547478047784,0.6000000000000001,0.8355555555555555,0.7563405597786459,1,1,138.0,91.9056371328845,0.2984954743166571
ITM10380,Apparel,245,34,11,6,36.03,3.65,0.33,L80,C,135,2.93,22.18,1.55,9,0.72,764,11.32,0.8,2024-05-03,110.3,0.52,0.7396449704142012,0.7151317132938535,0.2499999999999999,0.54,0.6143975021538365,0,0,135.0,135.0,0.2984954743166571
ITM10381,Automotive,431,67,14,8,36.78,5.25,0.1,L11,C,10,0.52,65.12,1.63,6,0.71,90,2.95,0.66,2024-05-09,167.1,0.43,0.0,0.7304472125791301,0.42500000000000004,0.004444444444444449,0.3045786082181835,0,0,10.0,10.0,0.2984954743166571
ITM10382,Electronics,224,50,3,3,26.11,0.64,0.16,L54,B,140,4.55,132.31,1.69,8,0.8,487,14.56,0.97,2024-12-03,56.21,0.619,0.7692307692307693,0.5125587094139269,0.03749999999999998,0.8999999999999999,0.5589599205164858,0,0,140.0,140.0,0.2984954743166571
ITM10383,Pharma,98,15,3,4,35.89,9.09,0.14,L85,C,126,1.17,65.99,1.71,8,0.75,578,7.69,0.5,2024-03-19,68.13,0.422,0.6863905325443787,0.7122728200939351,0.625,0.14888888888888888,0.6281269479348208,1,1,126.0,95.09208414052875,0.2984954743166571
ITM10384,Automotive,143,84,5,8,21.71,0.92,0.84,L75,C,158,2.53,56.7,0.88,5,0.97,154,6.18,0.23,2024-08-04,123.43,0.534,0.8757396449704142,0.4227077802736369,0.9625,0.4511111111111111,0.7147193031813679,1,1,158.0,111.3430493494295,0.2984954743166571
ITM10385,Electronics,490,47,14,6,32.92,3.56,0.85,L73,D,22,2.65,39.54,1.79,5,0.75,586,2.8,0.67,2024-07-12,151.96,0.442,0.07100591715976332,0.6516234429242393,0.4125,0.47777777777777775,0.3541671775189549,0,0,22.0,22.0,0.2984954743166571
ITM10386,Apparel,447,15,8,5,13.69,5.91,0.75,L67,B,150,0.71,35.68,1.47,4,0.82,431,14.07,0.48,2024-02-07,231.06,0.621,0.8284023668639053,0.25893404124974473,0.6500000000000001,0.04666666666666666,0.5437078257871523,0,0,150.0,150.0,0.2984954743166571
ITM10387,Apparel,237,54,7,8,4.42,5.42,0.42,L41,B,114,0.74,109.91,1.69,1,0.91,142,9.21,0.47,2024-08-17,174.32,0.61,0.6153846153846154,0.06963447008372474,0.6625000000000001,0.05333333333333333,0.40487752051229703,0,0,114.0,114.0,0.2984954743166571
ITM10388,Electronics,23,84,4,3,21.26,6.72,0.84,L34,A,170,3.93,139.49,1.98,6,0.94,264,14.83,0.65,2024-11-02,189.13,0.598,0.9467455621301775,0.41351848070247094,0.4375,0.7622222222222222,0.6664759912850345,1,1,170.0,133.57903178802093,0.2984954743166571
ITM10389,Apparel,109,23,11,6,23.63,5.51,0.59,L27,D,143,1.85,96.02,0.32,0,0.84,954,3.43,0.94,2024-09-02,211.9,0.77,0.7869822485207101,0.4619154584439452,0.07500000000000007,0.30000000000000004,0.4983675369414676,0,0,143.0,143.0,0.2984954743166571
ITM10390,Electronics,123,75,12,8,13.56,2.68,0.37,L86,A,34,2.34,33.48,0.8,5,0.75,745,8.64,0.41,2024-10-25,140.79,0.567,0.14201183431952663,0.25627935470696345,0.7375,0.40888888888888886,0.32207742902878855,0,0,34.0,34.0,0.2984954743166571
ITM10391,Automotive,412,49,6,4,36.66,2.41,0.49,L92,C,160,3.04,133.07,1.63,3,0.78,266,2.54,0.5,2024-07-24,109.51,0.467,0.8875739644970414,0.7279967326934857,0.625,0.5644444444444444,0.7548730500513067,1,1,160.0,123.19488893662137,0.2984954743166571
ITM10392,Automotive,138,12,6,3,4.6,9.12,0.16,L41,B,97,2.18,115.85,0.26,2,0.83,538,8.34,0.91,2024-09-30,242.12,0.793,0.514792899408284,0.07331018991219114,0.11250000000000004,0.37333333333333335,0.2877435500703043,0,0,97.0,97.0,0.2984954743166571
ITM10393,Electronics,152,33,7,4,11.91,3.01,0.95,L31,C,110,3.99,82.44,1.13,0,0.81,200,13.46,0.92,2024-09-16,250.21,0.812,0.591715976331361,0.22258525627935472,0.10000000000000009,0.7755555555555556,0.40101752297190635,0,0,110.0,110.0,0.2984954743166571
ITM10394,Automotive,331,28,10,4,37.68,3.17,0.66,L34,C,35,4.48,72.71,1.73,5,0.8,423,2.53,0.39,2024-12-20,54.65,0.399,0.14792899408284024,0.7488258117214621,0.7625,0.8844444444444446,0.5247637855940191,0,0,35.0,35.0,0.2984954743166571
ITM10395,Automotive,115,27,12,4,22.42,4.42,0.76,L51,D,141,0.77,44.8,0.14,6,0.74,819,4.78,0.77,2024-08-02,286.48,0.632,0.7751479289940828,0.43720645293036553,0.2875,0.060000000000000005,0.5047211074767428,0,0,141.0,141.0,0.2984954743166571
ITM10396,Automotive,487,73,6,8,35.56,1.82,0.71,L17,D,111,3.36,37.8,1.89,0,0.97,862,10.55,0.53,2024-10-05,279.68,0.652,0.5976331360946746,0.7055340004084134,0.5875,0.6355555555555555,0.6317690101159494,1,1,111.0,77.69001808233696,0.2984954743166571
ITM10397,Groceries,453,97,7,3,28.81,5.32,0.7,L86,B,172,1.93,74.37,1.96,0,0.71,680,2.07,0.95,2024-01-19,262.55,0.564,0.9585798816568047,0.5676945068409229,0.0625,0.31777777777777777,0.5980180824927765,0,0,172.0,172.0,0.2984954743166571
ITM10398,Pharma,350,44,14,8,47.58,6.82,0.12,L83,B,109,3.12,17.91,0.71,6,0.83,498,7.36,0.79,2024-07-03,132.57,0.631,0.5857988165680473,0.9509904022871146,0.26249999999999996,0.5822222222222222,0.6303388695355755,1,1,109.0,80.22042573504847,0.2984954743166571
ITM10399,Apparel,162,71,6,8,30.29,7.97,0.57,L39,D,34,2.68,92.96,1.56,5,0.99,471,5.66,0.6,2024-12-25,254.23,0.537,0.14201183431952663,0.5979170920972023,0.5,0.48444444444444446,0.38462430580141577,0,0,34.0,34.0,0.2984954743166571
ITM10400,Groceries,307,10,8,8,1.73,7.26,0.84,L59,D,157,2.0,124.3,0.34,6,0.9,695,12.73,0.85,2024-10-01,192.14,0.766,0.8698224852071006,0.014702879313865632,0.1875000000000001,0.3333333333333333,0.4231731912103333,0,0,157.0,157.0,0.2984954743166571
ITM10401,Automotive,47,34,14,6,18.29,1.9,0.14,L41,D,10,0.93,188.91,1.57,7,0.81,993,1.69,1.0,2024-10-31,69.56,0.488,0.0,0.3528691035327751,0.0,0.09555555555555556,0.11541628661538808,0,0,10.0,10.0,0.2984954743166571
ITM10402,Electronics,297,54,5,7,8.01,4.83,0.96,L97,D,103,3.02,128.91,1.01,7,0.74,989,13.09,0.56,2024-11-22,234.72,0.594,0.5502958579881657,0.14294465999591588,0.55,0.56,0.42900174119404105,0,0,103.0,103.0,0.2984954743166571
ITM10403,Automotive,252,58,10,2,46.31,0.87,0.48,L10,B,77,1.01,128.57,1.73,8,0.99,256,10.85,0.5,2024-02-13,127.77,0.51,0.39644970414201186,0.9250561568307127,0.625,0.11333333333333334,0.5724300620393519,0,0,77.0,77.0,0.2984954743166571
ITM10404,Pharma,36,98,8,6,6.1,0.67,0.36,L2,B,32,1.2,81.14,0.5,8,0.7,824,5.16,0.69,2024-02-25,94.73,0.537,0.1301775147928994,0.10394118848274454,0.38750000000000007,0.15555555555555556,0.17630891801753867,0,0,32.0,32.0,0.2984954743166571
ITM10405,Automotive,78,25,12,3,20.0,4.68,0.58,L59,C,115,4.92,35.33,1.38,6,0.9,883,3.77,0.75,2024-05-07,264.7,0.522,0.621301775147929,0.38778844190320605,0.3125,0.9822222222222222,0.5255794648523556,0,0,115.0,115.0,0.2984954743166571
ITM10406,Electronics,109,28,7,2,12.08,2.9,0.82,L80,C,159,1.93,94.92,1.59,8,0.96,751,14.3,0.76,2024-12-02,260.06,0.616,0.8816568047337278,0.2260567694506841,0.29999999999999993,0.31777777777777777,0.5122575305064742,0,0,159.0,159.0,0.2984954743166571
ITM10407,Pharma,218,32,4,2,42.49,6.99,0.53,L73,C,104,3.13,123.75,0.48,5,0.71,719,8.75,0.58,2024-12-06,260.67,0.627,0.5562130177514792,0.8470492138043701,0.5250000000000001,0.5844444444444444,0.6400444156863472,1,1,104.0,71.67961724546853,0.2984954743166571
ITM10408,Automotive,381,92,12,2,16.12,7.38,0.68,L13,B,71,1.73,147.57,1.65,8,0.92,526,5.83,0.47,2024-06-30,259.26,0.431,0.3609467455621302,0.30855625893404126,0.6625000000000001,0.2733333333333333,0.3967789092383978,0,0,71.0,71.0,0.2984954743166571
ITM10409,Pharma,460,34,12,7,49.6,9.01,0.55,L10,A,138,4.39,166.96,1.92,1,1.0,637,1.62,0.86,2024-03-26,170.73,0.582,0.757396449704142,0.9922401470287933,0.17500000000000016,0.8644444444444443,0.7220750684347392,1,1,138.0,92.86102213322492,0.2984954743166571
ITM10410,Apparel,45,25,9,8,2.89,7.73,0.67,L69,C,77,1.78,58.63,1.27,1,0.89,613,3.32,0.97,2024-11-27,188.91,0.669,0.39644970414201186,0.038390851541760265,0.03749999999999998,0.28444444444444444,0.20604158156377728,0,0,77.0,77.0,0.2984954743166571
ITM10411,Apparel,44,63,4,9,7.29,0.96,0.22,L28,A,156,2.15,55.83,1.59,5,0.82,275,9.37,0.89,2024-11-09,285.17,0.608,0.863905325443787,0.12824178068205025,0.13750000000000007,0.36666666666666664,0.44820133104879656,0,0,156.0,156.0,0.2984954743166571
ITM10412,Automotive,413,82,3,5,12.01,4.03,0.13,L65,A,39,3.24,117.41,1.11,2,0.96,655,8.18,0.75,2024-01-23,47.51,0.7,0.17159763313609466,0.22462732285072493,0.3125,0.6088888888888889,0.2594161389985442,0,0,39.0,39.0,0.2984954743166571
ITM10413,Pharma,320,10,9,3,40.74,3.09,0.22,L34,A,138,4.41,117.54,1.24,1,0.87,853,11.61,0.49,2024-10-15,243.82,0.683,0.757396449704142,0.8113130488053911,0.6375000000000001,0.8688888888888889,0.7607413834121631,1,1,138.0,92.24754422209833,0.2984954743166571
ITM10414,Electronics,358,51,7,9,44.05,4.17,0.36,L17,D,57,4.17,51.41,0.13,7,0.92,852,12.69,0.7,2024-11-26,162.62,0.74,0.2781065088757396,0.8789054523177455,0.3750000000000001,0.8155555555555556,0.5314697948011751,0,0,57.0,57.0,0.2984954743166571
ITM10415,Automotive,286,28,3,7,4.5,2.02,0.33,L45,B,28,1.69,121.62,1.1,6,0.88,883,6.56,0.28,2024-12-12,293.74,0.489,0.10650887573964497,0.07126812334082092,0.9,0.2644444444444444,0.2704284317425487,0,0,28.0,28.0,0.2984954743166571
ITM10416,Apparel,480,43,6,7,2.59,1.43,0.65,L9,B,136,4.23,75.72,1.19,7,0.71,739,2.41,0.63,2024-11-27,195.37,0.441,0.7455621301775148,0.03226465182764958,0.4625,0.828888888888889,0.4832931365081898,0,0,136.0,136.0,0.2984954743166571
ITM10417,Apparel,200,89,14,5,37.48,5.45,0.51,L32,C,159,3.66,131.47,1.37,5,0.76,436,12.08,0.82,2024-07-23,57.14,0.64,0.8816568047337278,0.7447416785787216,0.2250000000000002,0.7022222222222223,0.6913074476893298,1,1,159.0,116.2434432135749,0.2984954743166571
ITM10418,Automotive,475,64,6,2,7.53,7.34,0.13,L48,C,59,4.95,65.3,0.42,8,0.72,155,8.75,0.4,2024-06-18,246.49,0.539,0.28994082840236685,0.1331427404533388,0.75,0.9888888888888889,0.40480804238583734,0,0,59.0,59.0,0.2984954743166571
ITM10419,Pharma,379,27,12,8,7.52,7.17,0.13,L37,B,143,4.71,122.54,0.56,8,0.73,125,14.72,0.6,2024-08-08,205.07,0.646,0.7869822485207101,0.13293853379620174,0.5,0.9355555555555556,0.5482300151027002,0,0,143.0,143.0,0.2984954743166571
ITM10420,Apparel,87,43,9,5,2.1,4.78,0.18,L21,D,158,2.9,155.98,1.54,1,0.7,565,12.15,0.26,2024-02-24,53.19,0.58,0.8757396449704142,0.022258525627935472,0.925,0.5333333333333333,0.5953067490098797,0,0,158.0,158.0,0.2984954743166571
ITM10421,Pharma,370,98,11,9,3.44,5.46,0.42,L57,B,156,3.87,196.23,0.42,9,0.83,872,5.61,0.87,2024-01-06,12.61,0.593,0.863905325443787,0.049622217684296505,0.1625000000000001,0.7488888888888889,0.46783768437169265,0,0,156.0,156.0,0.2984954743166571
ITM10422,Apparel,431,54,4,9,13.92,5.41,0.11,L70,A,174,3.07,183.1,0.89,4,0.75,997,7.0,0.48,2024-02-20,167.66,0.57,0.9704142011834319,0.26363079436389625,0.6500000000000001,0.5711111111111111,0.6543660298936528,1,1,174.0,138.84970965343783,0.2984954743166571
ITM10423,Apparel,478,15,14,5,4.19,7.07,0.54,L91,B,72,3.18,105.67,0.58,8,0.96,236,4.3,0.67,2024-05-12,80.03,0.565,0.3668639053254438,0.06493771696957322,0.4125,0.5955555555555556,0.30828243277660505,0,0,72.0,72.0,0.2984954743166571
ITM10424,Groceries,340,30,3,7,19.08,0.96,0.42,L39,D,166,0.96,102.79,1.14,2,0.93,581,8.17,0.5,2024-04-23,261.5,0.641,0.9230769230769231,0.3690014294465999,0.625,0.10222222222222221,0.6151534202869714,1,1,166.0,118.1180308173012,0.2984954743166571
ITM10425,Apparel,68,79,4,3,41.81,7.24,0.6,L79,B,171,0.51,93.16,1.98,4,0.87,324,10.95,0.68,2024-09-18,82.77,0.578,0.9526627218934911,0.8331631611190526,0.4,0.0022222222222222244,0.7112362593153346,1,1,171.0,116.64382461373681,0.2984954743166571
ITM10426,Electronics,194,57,9,4,16.99,6.03,0.75,L84,B,138,0.72,15.27,1.72,7,0.85,697,9.57,0.8,2024-09-22,202.23,0.546,0.757396449704142,0.3263222381049622,0.2499999999999999,0.048888888888888885,0.45574414020203435,0,0,138.0,138.0,0.2984954743166571
ITM10427,Automotive,71,48,12,8,36.66,2.38,0.33,L68,B,57,4.85,41.53,0.61,1,0.78,588,5.79,0.46,2024-10-12,110.09,0.644,0.2781065088757396,0.7279967326934857,0.675,0.9666666666666666,0.5613082900250083,0,0,57.0,57.0,0.2984954743166571
ITM10428,Automotive,121,40,8,9,5.6,0.97,0.24,L2,A,98,1.07,21.25,0.8,5,0.84,697,12.53,0.62,2024-10-24,111.59,0.679,0.5207100591715976,0.09373085562589341,0.4750000000000001,0.12666666666666668,0.34406994702307375,0,0,98.0,98.0,0.2984954743166571
ITM10429,Pharma,235,19,6,9,33.31,1.53,0.35,L86,C,136,0.7,142.31,1.85,3,0.89,67,2.47,0.84,2024-12-18,62.73,0.534,0.7455621301775148,0.6595875025525834,0.20000000000000018,0.04444444444444443,0.5405455472812255,0,0,136.0,136.0,0.2984954743166571
ITM10430,Apparel,457,39,3,5,16.52,5.48,0.1,L71,D,158,1.89,88.51,1.81,5,0.93,334,3.0,0.75,2024-10-21,155.79,0.495,0.8757396449704142,0.31672452521952216,0.3125,0.3088888888888889,0.5387021044429112,0,0,158.0,158.0,0.2984954743166571
ITM10431,Electronics,207,27,3,8,37.74,7.7,0.21,L39,A,171,3.15,22.12,0.41,2,0.72,351,6.66,0.25,2024-04-23,177.99,0.602,0.9526627218934911,0.7500510516642843,0.9375,0.5888888888888889,0.8524692931455706,1,1,171.0,109.30428117704831,0.2984954743166571
ITM10432,Pharma,76,69,7,5,7.68,3.68,0.78,L85,B,163,4.77,141.21,1.68,5,0.91,548,10.83,0.66,2024-08-16,178.49,0.59,0.9053254437869822,0.13620584031039412,0.42500000000000004,0.9488888888888888,0.5828808184968001,0,0,163.0,163.0,0.2984954743166571
ITM10433,Groceries,66,97,3,2,45.0,4.1,0.3,L14,B,45,3.65,132.44,0.67,6,0.92,981,10.72,0.5,2024-07-10,258.42,0.64,0.20710059171597633,0.8983050847457628,0.625,0.7,0.5473317621101194,0,0,45.0,45.0,0.2984954743166571
ITM10434,Pharma,178,82,14,8,12.89,9.37,0.99,L18,C,160,1.74,146.79,1.13,9,0.87,948,6.13,0.77,2024-07-19,199.18,0.517,0.8875739644970414,0.24259750867878296,0.2875,0.27555555555555555,0.5128643939580071,0,0,160.0,160.0,0.2984954743166571
ITM10435,Pharma,193,24,9,2,18.3,2.52,0.25,L34,C,90,4.73,123.97,0.11,2,0.76,954,10.75,0.21,2024-08-25,224.67,0.686,0.47337278106508873,0.35307331018991217,0.9875,0.9400000000000001,0.5867711054830091,0,0,90.0,90.0,0.2984954743166571
ITM10436,Apparel,261,13,13,9,47.56,1.49,0.81,L15,C,56,0.66,40.69,2.0,4,0.86,699,1.85,0.46,2024-12-13,103.8,0.409,0.27218934911242604,0.9505819889728406,0.675,0.03555555555555556,0.5326058918923782,0,0,56.0,56.0,0.2984954743166571
ITM10437,Groceries,301,72,3,7,29.35,3.76,0.73,L14,A,157,4.91,21.66,1.55,7,0.85,793,5.06,0.27,2024-10-28,132.0,0.396,0.8698224852071006,0.5787216663263223,0.9125,0.98,0.8020454939807369,1,1,157.0,103.82101471645007,0.2984954743166571
ITM10438,Pharma,260,49,3,2,18.92,7.59,0.39,L96,D,36,0.76,165.26,0.56,1,0.84,901,10.71,0.94,2024-12-19,15.3,0.823,0.15384615384615385,0.3657341229324076,0.07500000000000007,0.05777777777777778,0.1920364761959616,0,0,36.0,36.0,0.2984954743166571
ITM10439,Electronics,389,18,4,8,47.53,6.45,0.4,L71,C,174,3.89,51.0,1.4,6,0.84,306,3.58,0.9,2024-09-13,32.94,0.536,0.9704142011834319,0.9499693690014296,0.1250000000000001,0.7533333333333334,0.7734898245071351,1,1,174.0,131.13427356813355,0.2984954743166571
ITM10440,Electronics,24,18,13,6,17.12,4.45,0.61,L20,B,61,0.7,113.08,0.66,0,0.73,268,3.98,0.97,2024-03-18,121.68,0.727,0.30177514792899407,0.32897692464774353,0.03749999999999998,0.04444444444444443,0.23134758101036515,0,0,61.0,61.0,0.2984954743166571
ITM10441,Automotive,103,35,14,8,5.65,9.67,0.87,L35,D,84,4.69,102.19,0.27,6,0.75,693,2.22,0.71,2024-06-25,70.82,0.575,0.4378698224852071,0.09475188891157853,0.36250000000000004,0.9311111111111112,0.3691846067786676,0,0,84.0,84.0,0.2984954743166571
ITM10442,Groceries,327,13,12,5,49.85,7.48,0.45,L37,B,101,0.99,185.0,0.91,0,0.73,993,6.1,0.85,2024-01-13,245.76,0.706,0.5384615384615384,0.9973453134572188,0.1875000000000001,0.10888888888888888,0.5629770983106699,0,0,101.0,101.0,0.2984954743166571
ITM10443,Groceries,380,90,5,2,14.12,1.09,0.16,L78,B,71,0.73,114.96,1.27,3,0.77,406,12.55,0.69,2024-09-04,206.18,0.672,0.3609467455621302,0.2677149275066367,0.38750000000000007,0.05111111111111111,0.30730428758795425,0,0,71.0,71.0,0.2984954743166571
ITM10444,Automotive,478,25,13,3,42.71,7.57,0.44,L27,D,75,4.5,120.2,0.27,3,0.78,305,12.71,0.59,2024-02-23,291.39,0.756,0.38461538461538464,0.8515417602613846,0.5125000000000001,0.8888888888888888,0.6006975708134581,0,0,75.0,75.0,0.2984954743166571
ITM10445,Pharma,267,24,3,6,9.11,0.73,0.29,L92,A,161,0.93,70.71,1.08,4,0.77,657,13.07,0.87,2024-05-31,267.24,0.714,0.893491124260355,0.16540739228098836,0.1625000000000001,0.09555555555555556,0.4490742229439941,0,0,161.0,161.0,0.2984954743166571
ITM10446,Groceries,73,61,11,7,36.84,6.68,0.95,L44,D,89,4.09,192.15,1.08,1,0.76,323,1.51,0.82,2024-07-31,293.52,0.608,0.46745562130177515,0.7316724525219523,0.2250000000000002,0.7977777777777777,0.5312617620550736,0,0,89.0,89.0,0.2984954743166571
ITM10447,Electronics,180,78,12,4,26.7,2.5,0.73,L27,C,149,3.86,126.35,1.29,5,0.92,383,14.91,0.79,2024-02-13,115.93,0.712,0.8224852071005917,0.5246069021850112,0.26249999999999996,0.7466666666666666,0.6135428201624067,0,0,149.0,149.0,0.2984954743166571
ITM10448,Electronics,453,14,10,5,49.06,7.12,0.15,L88,D,153,3.19,10.95,0.56,5,0.95,862,8.04,0.92,2024-02-29,150.47,0.725,0.8461538461538461,0.981212987543394,0.10000000000000009,0.5977777777777777,0.7126032125023345,1,1,153.0,129.2919452994242,0.2984954743166571
ITM10449,Apparel,441,29,7,5,28.09,3.44,0.36,L82,C,173,2.2,115.66,0.14,7,0.8,417,13.22,0.94,2024-03-13,118.06,0.77,0.9644970414201184,0.5529916275270573,0.07500000000000007,0.3777777777777778,0.6044740826039424,0,0,173.0,173.0,0.2984954743166571
